timestamp;pid;ppid;nome_processo;status;cpu_porcentagem;ram_porcentagem;total_threads;tempo_execucao;throughput_mbs;throughput_gbs
2025-11-10 19:38:58;780;12784;msedgewebview2.exe;running;0.0;0.007640461989755458;22;1762778050.0024676;0.0;0.0
2025-11-10 19:38:58;924;1316;svchost.exe;running;0.0;0.01575515955128884;3;1762809327.2926686;0.0;0.0
2025-11-10 19:38:58;940;1316;svchost.exe;running;0.0;0.006428526639656316;6;1762809324.5760162;0.0;0.0
2025-11-10 19:39:23;0;0;System Idle Process;running;1259.1;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:39:23;4;0;System;running;0.0;0.005005819924322541;308;0.0;0.0;0.0
2025-11-10 19:39:23;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:39:23;184;4;Registry;running;0.0;0.016545552170918715;4;1762777907.5377195;0.0;0.0
2025-11-10 19:39:23;548;12476;Docker Desktop.exe;running;0.0;0.46733280956649076;40;1762811237.957982;0.0;0.0
2025-11-10 19:39:23;612;816;csrss.exe;running;0.0;0.00879970449854594;14;1762777914.6563156;0.0;0.0
2025-11-10 19:39:23;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:39:23;780;12784;msedgewebview2.exe;running;0.0;0.007587769148446799;22;1762778050.0024676;0.0;0.0
2025-11-10 19:39:23;924;1316;svchost.exe;running;0.0;0.015017459772967624;3;1762809327.2926686;0.0;0.0
2025-11-10 19:39:23;940;1316;svchost.exe;running;0.0;0.005638134020026441;6;1762809324.5760162;0.0;0.0
2025-11-10 19:39:49;20264;8920;python.exe;running;355.7;0.4843525973091874;12;1762813603.3040936;0.0;0.0
2025-11-10 19:39:49;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:39:49;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:39:49;184;4;Registry;running;0.0;0.011381653722670198;4;1762777907.5377195;0.0;0.0
2025-11-10 19:39:49;548;12476;Docker Desktop.exe;running;0.0;0.4254420007261074;40;1762811237.957982;0.0;0.0
2025-11-10 19:39:49;4;0;System;running;0.0;0.004900434241705225;308;0.0;0.0;0.0
2025-11-10 19:39:49;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:39:49;780;12784;msedgewebview2.exe;running;0.0;0.0040573487807666914;22;1762778050.0024676;0.0;0.0
2025-11-10 19:39:49;924;1316;svchost.exe;running;0.0;0.00753507630713814;3;1762809327.2926686;0.0;0.0
2025-11-10 19:39:49;940;1316;svchost.exe;running;0.0;0.006270448115730342;6;1762809324.5760162;0.0;0.0
2025-11-10 19:40:14;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:40:14;4;0;System;running;0.0;0.004636970035161933;308;0.0;0.0;0.0
2025-11-10 19:40:14;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:40:14;184;4;Registry;running;0.0;0.05891059658308001;4;1762777907.5377195;0.0;0.0
2025-11-10 19:40:14;548;12476;Docker Desktop.exe;running;0.0;0.4028367718046929;40;1762811237.957982;0.0;0.0
2025-11-10 19:40:14;612;816;csrss.exe;running;0.0;0.013383981692399214;14;1762777914.6563156;0.0;0.0
2025-11-10 19:40:14;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:40:14;780;12784;msedgewebview2.exe;running;0.0;0.8797069856480507;22;1762778050.0024676;0.0;0.0
2025-11-10 19:40:14;924;1316;svchost.exe;running;0.0;0.007587769148446799;3;1762809327.2926686;0.0;0.0
2025-11-10 19:40:14;940;1316;svchost.exe;running;0.0;0.0015807852392597497;6;1762809324.5760162;0.0;0.0
2025-11-10 19:41:49;0;0;System Idle Process;running;1183.8;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:41:49;4;0;System;running;0.0;0.006165062433113024;311;0.0;0.0;0.0
2025-11-10 19:41:49;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:41:49;184;4;Registry;running;0.0;0.0657606659532056;4;1762777907.5377195;0.0;0.0
2025-11-10 19:41:49;548;12476;Docker Desktop.exe;running;0.0;0.6052826681125582;41;1762811237.957982;0.0;0.0
